rank	lemma_id	lemma	dcs_grammar	upos	count	gloss
38	53136	artha	mn	NOUN	13703	aim; purpose; cause; motive; reason; advantage; use; utility (generally named with kāma and dharma); thing; object (said of the membrum virile); object of the senses; the number five; substance; wealth; property; opulence; money; (in astron.) name of the second mansion; the mansion of wealth; affair; concern; (in law) lawsuit; action; having to do with (instr.); wanting; needing anything (instr.)
39	66869	loka	m	NOUN	13498	free or open space; room; place; scope; free motion; intermediate space; a tract; region; district; country; province; the wide space or world; name of the number "seven"; the earth or world of human beings; the inhabitants of the world; mankind; folk; people (sometimes opp. to "king"); (pl.) men (as opp. to "women"); a company; community (often ifc. to form collectives); ordinary life; worldly affairs; common practice or usage; the faculty of seeing; sight; name of a Siddha
40	39102	eka	pron	NUM	13481	one; alone; happening only once; single of its kind; excellent; sincere; little; isolated; unique
41	57749	ātman	m	NOUN	13409	the breath; the soul; principle of life and sensation; the individual soul; self; abstract individual; essence; nature; character; peculiarity (often ifc); the person or whole body considered as one and opposed to the separate members of the body; the body; the highest personal principle of life; Brahma; effort; firmness; the sun; fire; a son; identity (of a person)
42	204329	su	ind	ADV	13180	[ibc.] good-; [ibc.] very; quite; fein
43	143659	punar	ind	ADV	12502	back; home; in an opposite direction; again and again; repeatedly; further; moreover; besides; however; still; nevertheless
44	91970	dharma	mn	NOUN	12450	that which is established or firm; steadfast decree; statute; ordinance; law; usage; practice; customary observance or prescribed conduct; duty; right; justice (often as a synonym of punishment); virtue; morality; religion; religious merit; Law or Justice personified (as Indra); the law or doctrine of Buddhism; the ethical precepts of Buddhism (or the principal dharma called sūsra); the law of Northern Buddhism (in 9 canonical scriptures); nature; character; peculiar condition or essential quality; property; mark; peculiarity; a particular ceremony; sacrifice; the ninth mansion; an Upanishad; associating with the virtuous; religious abstraction; devotion; a bow; a Soma-drinker; name of the 15th Arhat of the present Avasarpiṇī; name of a son of Anu and father of Ghṛta; name of a son of Gāndhāra and father of Dhṛta; name of a son of Haihaya and father of Netra; name of a son of Pṛthuśravas and of Uśanas; name of a son of Suvrata; name of a son of Dīrghatapas; name of a king of Kaśmīra; name of a lexicographer; name of a son of Citraka; name of a son of Arthapati < son of Pāśupata
45	63463	indra	m	NOUN	12172	the god of the atmosphere and sky; the Indian Jupiter Pluvius or lord of rain (who in Vedic mythology reigns over the deities of the intermediate region or atmosphere); a prince; ifc. best; excellent; the first; the chief (of any class of objects); the pupil of the right eye (that of the left being called Indrāṇī or Indra's wife); the number fourteen; name of a grammarian; name of a physician; the plant Wrightia Antidysenterica; a vegetable poison; the twenty-sixth Yoga or division of a circle on the plane of the ecliptic; the Yoga star in the twenty-sixth Nakṣatra; the human soul; the portion of spirit residing in the body; night; one of the nine divisions of Jambudvīpa or the known continent; [min.] = indranīla = sapphire
46	157372	dā	1. Ā.	VERB	11970	to give; to offer to; to yield; to give (a daughter) in marriage; to pay; to give up; to sell; to answer; to deliver (a blow)
47	144475	putra	m	NOUN	11750	a son; child; a species of small venomous animal; (in astrol.) name of the fifth house; name of a son of Brahmiṣṭha; name of a son of Manu; a Bodhisattva; [gramm.] the word 'putra'
48	164189	anya	pron	PRON	11278	other; another
49	163754	tva	n	NOUN	10850	(suffix creating abstract nouns)
50	157409	śru	4. P.	VERB	10505	to hear; to listen to; to study
51	69571	rasa	mn	NOUN	10073	the sap or juice of plants; Juice of fruit; any liquid or fluid; the best or finest or prime part of anything; essence; marrow; water; liquor; drink; juice of the sugar-cane; syrup; any mixture; draught; elixir; potion; melted butter; milk; poison; nectar; soup; broth; a constituent fluid or essential juice of the body; serum; [medic.] the primary juice called chyle (formed from the food and changed by the bile into blood); mercury; quicksilver (sometimes regarded as a kind of quintessence of the human body, else where as the seminal fluid of Śiva); semen virile; myrrh; any mineral or metallic salt; a metal or mineral in a state of fusion; gold; Vanguieria Spinosa; a species of amaranth; green onion; resin; = amṛta; taste; flavour (as the principal quality of fluids); name of the number "six"; any object of taste; condiment; sauce; spice; seasoning; the tongue (as the organ of taste); taste or inclination or fondness for; love; affection; desire; charm; delight; (in rhet.) the taste or character of a work; the feeling or sentiment prevailing in a lit. work (from 8 to 10 Rasas are generally enumerated); the prevailing sentiment in human character; a kind of metre; name of the sacred syllable om; the son of a Nishāda and a Śanakī; [alchemy] a kind of mercury; pleasure
52	12243	karman	n	NOUN	9938	act; action; performance; business; name office; special duty; occupation; obligation; any religious act or rite; work; labour; activity (as opposed to rest); physicking; medical attendance; action consisting in motion (as the third among the seven categories of the Nyāya philosophy); calculation; product; result; effect; organ of sense(or of action); (in Gr.) the object; former act as leading to inevitable results; fate (as the certain consequence of acts in a previous life); the tenth lunar mansion; [gramm.] the passive
53	157262	brū	6. P.	VERB	9781	to speak; to say; to tell; to speak about any person or thing (acc. with or without prati); to proclaim; to answer (either intrans. with punar or trans. with praśnam); to speak or decide or judge wrongly; to call or profess one's self to be; to designate for one's self; to choose; to be told by itself; to disclose; to assert
54	114356	sva	adj	ADJ	9459	own; one's own; related; akin
55	156124	ah	1. P.	VERB	9447	to say; to call; to consider; to declare; to acknowledge; to state; to adjugde anything
56	158058	vid	1. Ā.	VERB	9391	to know; to understand; to learn; to be conscious of; to take for; to mind; to notice; to enquire
57	163234	para	pron	PRON	9370	far; remote; opposite; previous; ancient; following; final; exceeding; better or worse than; best; worst; hostile
58	166282	tri	nr	NUM	9312	three
59	157340	sthā	1. Ā.	VERB	9268	to stand; to station one's self; to get upon; to stay; to remain; to be intent upon; to keep on; to endure; to last; to be; to exist; to be at hand; to be near to; to adhere to; to serve; to behave; to be fixed on; to stand still
60	156584	jan	4. P.	VERB	9247	to come into existence; to grow (as plants); to be born as; to be by birth or nature; to be born again; to become; to be; to be changed into (dat.); to take place; to happen; to be possible or applicable or suitable; to produce; to generate; to be born
61	73227	yat	ind	SCONJ	9083	as often; how many or often; as many as (= Lat. quot); because; if
62	71929	rūpa	n	NOUN	8869	any outward appearance or phenomenon or colour (often pl.); form; shape; phantom shapes; handsome form; grace; beauty; nature; feature; mark; sign; symptom; likeness; reflection; circumstances; sort; kind; mode; way; a single specimen; name of the number one; a particular coin; a show; drama; (in alg.) the arithmetical unit; integer number; known or absolute number; (in gramm.) any form of a verb or noun; (in phil.) the quality of colour
63	157282	han	8. P.	VERB	8744	to strike; to beat; to pound; to hammer; to strike upon; to smite; to slay; to hit; to kill; to mar; to destroy; to put to death; to strike off; to avert; to hurt; to wound; (astron.) to come in contact; to obstruct; to hinder; to repress; to give up; to abandon; to have sex; to bang; to thwart (an argument etc.)
64	166401	enad	pron	PRON	8521	this; (anaphoric pronoun in Vedic)
65	169970	ha	ind	PART	8223	indeed; a kind of bīja; thus
66	72936	yajña	m	NOUN	8205	worship; devotion; prayer; praise; act of worship or devotion; offering; oblation; sacrifice; a worshipper; sacrificer; fire; Sacrifice personified; name of a form of Viṣṇu; name of Indra under Manu Svāyambhuva; name of a son of Ruci and Ākūti; name of Śiva; name of a son of Anantaka
67	94899	pitṛ	m	NOUN	8158	a father; parents; the fathers; forefathers; ancestors; (esp.) the Pitṛs or deceased ancestors; a father and his brothers; father and uncles; paternal ancestors; a particular child's-demon; [gramm.] the word 'pitṛ'
68	22761	kāla	m	NOUN	8154	time; the proper time or season for; eine Essenszeit; a spot; tense
69	96104	tadā	ind	ADV	8123	at that time; then; in that case (often used redundantly)
70	164309	kaścit	pron	PRON	7977	someone; something; any
71	154315	bala	mn	NOUN	7854	power; strength; might; vigour; force; expertness in; stoutness; troops; an army; semen; = Balarāma; [min.] bronze; name of Śiva
72	7442	atra	ind	ADV	7482	in this matter; in this respect; in this place; here; there; then; at this time
73	36096	manas	n	NOUN	7226	mind (in its widest sense as applied to all the mental powers); intellect; intelligence; understanding; perception; sense; conscience; will (in phil. the internal organ or antaḥ-karaṇa of perception and cognition); the spirit or spiritual principle; the breath or living soul which escapes from the body at death (called asu in animals); thought; imagination; excogitation; invention; reflection; opinion; intention; inclination; affection; desire; mood; temper; spirit; name of the 26th Kalpa; name of the lake Mānasa
74	203521	tasmāt	ind	ADV	7212	therefore
75	66339	ratha	m	NOUN	7091	a chariot; car; esp. a two-wheeled war-chariot (lighter and swifter than the anas); any vehicle or equipage or carriage (applied also to the vehicles of the gods); waggon; cart; a warrior; hero; champion; the body; a limb; member; part; Calamus Rotang; Dalbergia Ougeinensis; = pauruṣa
76	13752	kāma	m	NOUN	7075	wish; desire; longing; desire for; longing after; love; affection; object of desire or of love or of pleasure; pleasure; enjoyment; especially sexual love or sensuality; Love or Desire personified; name of the god of love; name of Agni; name of Viṣṇu; name of Baladeva; a stake in gambling; a species of mango tree; name of a metre consisting of four lines of two long syllables each; a kind of bean; a particular form of temple; name of several men; Artemisia vulgaris Linn.
77	156232	grah	4. P.	VERB	7073	to seize; to take (by the hand); to grasp; to lay hold of; to arrest; to stop; to catch; to take captive; to take prisoner; to capture; to imprison; to take possession of; to gain over; to captivate; to overpower (esp. said of diseases and demons and the punishments of Varuṇa); to eclipse; to abstract; to take away (by robbery); to lay the hand on; to claim; to gain; to win; to obtain; to receive; to accept; to keep; to observe; to recognise; (in astron.) to observe; to receive into the mind; to apprehend; to understand; to learn; (in astron.) to calculate; to admit; to approve; to obey; to follow; to take for; to consider as; to perceive; to sense; to pronounce (a name)
78	105774	saha	ind	ADV	6964	together with; along with; with
79	63959	iha	ind	ADV	6847	in this place; here; to this place; in this world; in this book or system; in this case; now; at this time
80	157422	yaj	2. P.	VERB	6755	to worship; to adore; to honour (esp. with sacrifice or oblations); to consecrate; to hallow; to offer; to be sacrificed or worshipped; to recite an offering verse
81	144647	puruṣa	m	NOUN	6563	a man; male; human being (people); a person; an officer; a servant; a friend; a member of a race or generation; the height of a man; the pupil of the eye; the primeval man; the soul; the Supreme being; the fragrant exhalation of plants; name of various signs of the zodiac; Rottleria Tinctoria; Clerodendrum Phlomoides; Einwohner; a statue
82	73699	yadi	ind	SCONJ	6499	in case that; if; whether
83	157629	hu	3. Ā.	VERB	6418	to sacrifice (esp. pour butter into the fire); to offer or present an oblation (acc. or gen.) to (dat.) or in; to sacrifice to; to worship or honour (acc.) with (instr.); to sprinkle on; libieren
84	154076	phala	n	NOUN	6387	fruit (esp. of trees); the kernel or seed of a fruit; a nutmeg; the 3 myrobalans; the menstrual discharge; fruit (met.); consequence; effect; result; retribution (good or bad); gain or loss; reward or punishment; advantage or disadvantage; benefit; enjoyment; compensation; (in rhet.) the issue or end of an action; (in math.) the result of a calculation; product or quotient; corrective equation; area or superficial contents of a figure; interest on capital; the third term in a rule of three sum; a gift; donation; a gaming board; a blade (of a sword or knife); the point of an arrow; a shield; a ploughshare; a point or spot on a die; [gemm.]; [gramm.] the root phal
85	149177	brahman	m	NOUN	6240	one who Prays; a devot or religious man; a Brāhman who is a knower of Vedic texts or spells; one versed in sacred knowledge; name of Bṛhaspati (as the priest of the gods); one of the 4 principal priests or Ṛtvijas; Brahmā or the one impersonal universal spirit manifested as a personal Creator and as the first of the triad of personal gods; = brahmaṇa āyuḥ; a lifetime of Brahmā; an inhabitant of Brahmā's heaven; the sun; name of Śiva; the Veda (?); the intellect; name of a star; Aurigae; a particular astron. Yoga; name of the 9th Muhūrta; (with Jainas) a particular Kalpa; name of the servant of the 10th Arhat of the present Avasarpiṇi; name of a magician; a kind of plant (?); the Brahmapurāṇa; [gramm.] the word 'brahman'; name of a former Buddha
86	145625	pūrva	pron	PRON	6148	being before or in front fore; first; eastern; to the east of (abl.); former; prior; preceding; previous to; earlier than (abl. or comp.); attended with; ancient; old; customary; traditional; first (in a series); initial; lowest (opp. to uttara); foregoing; aforesaid; mentioned before (abl.)
87	124503	guṇa	mn	NOUN	6053	a single thread or strand of a cord or twine; string or thread; rope; a garland; an auxiliary act; a secondary dish; side-dish; the secondary or less immediate object of an action; a quality; peculiarity; attribute or property; an attribute of the 5 elements (each of which has its own peculiar quality or qualities as well as organ of sense); (in Śāṃkhya phil.) an ingredient or constituent of Prakṛti; chief quality of all existing beings; the number "three"; a property or characteristic of all created things; an epithet; good quality; virtue; merit; excellence; the merit of composition (consistency); elegance of expression; the peculiar properties of the letters; the first gradation of a vowel; the vowels a, e and o; an organ of sense; a cook; Bhīma-sena; a bow-string; (in geom.) a sinew; the string of a musical instrument; a multiplier; co-efficient (in alg.); subdivision; species; the six subdivisions for a king in foreign politics; a subordinate part of any action
88	116433	śata	mn	NUM	6046	a hundred; any very large number; name of a measure
89	163158	prāp	1.P.,5.Ā.,4.P.,5.P.	VERB	6022	to attain to; to reach; to arrive at; to meet with; to find; to obtain; to receive; to incur (a fine); to suffer (capital punishment); to flee in all directions; to extend; to stretch; to reach to; to be present or at hand; (in gram.) to pass or be changed into (acc.); to be in force; to obtain
90	163742	adas	pron	PRON	5996	jener; yonder
91	149743	brāhmaṇa	m	NOUN	5958	one who has divine knowledge (sometimes applied to Agni); a Brāhman; a man belonging to the 1st of the 3 twice-born classes and of the 4 original divisions of the Hindū body; a Brāhman in the second stage (between Mātra and Śrotriya); name of the 28th lunar mansion
92	157298	yuj	1. P.	VERB	5933	to yoke or join or fasten or harness (horses or a chariot); to make ready; to prepare; to arrange; to fit out; to set to work; to use; to employ; to apply; to equip (an army); to offer; to perform (prayers); to put on (arrows on a bow-string); to fix in; to insert; to inject (semen); to appoint to; to charge or intrust with; to command; to enjoin; to turn or direct or fix or concentrate (the mind); to concentrate the mind in order to obtain union with the Universal spirit; to be absorbed in meditation; to recollect; to recall; to join; to unite; to connect; to add; to bring together; to confer; to bestow anything (acc.) upon (gen. or loc.); to become possessed of; to use for one's self; to bring into possession of; to furnish or endow with (instr.); to join one's self to (acc.); (in astron.) to come into union or conjunction with (acc.); to be yoked or harnessed or joined; to attach one's self to; to be made ready or prepared for (dat.); to be united in marriage; to be endowed with or possessed of (instr. with or without saha); (in astron.) to come into conjunction with (instr.); to accrue to; to fall to the lot of (gen.); to be fit or proper or suitable or right; to suit anything (instr.); to be fitted for; to belong to or suit any one; to deserve to be (nom.); to not to be fit or proper etc. for
93	203679	tā	f	NOUN	5919	ifc. abstracta; name of Lakṣmī
94	166386	go	mf	NOUN	5821	an ox; cattle; a herd of cattle; milk; flesh; skin; hide; leather; bow-string; sinew; the stars; rays of light; the sign Taurus; the sun; the moon; a kind of medicial plant; a singer; horse; name of various men; a class of sunrays creating heat; [gramm.] the word 'go'
95	166107	sama	pron	PRON	5763	even; flat; level; parallel; same; similar; like; equivalent; fair; constant; ordinary; common; good; upright; easy; whole
96	213041	ā	ind	ADP	5743	[gramm.] the letter or sound ā; (prep.) up to; (prep.) until; [gramm.] substitute element -ā; ah!
97	156090	prāṇa	m	NOUN	5692	the breath of life; breath; respiration; life; a vital organ; air inhaled; wind; breath (as a sign of strength); energy; power; a breath (as a measure of time); the time requisite for the pronunciation of 10 long syllables = 1/6 Vināḍikā; name of a Kalpa (the 6th day in the light half of Brahmā's month); (in Sāṃkhya) the spirit; (in Vedānts) the spirit identified with the totality of dreaming spirits; poetical inspiration; myrrh; a name of the letter y; name of a Sāman; name of Brahmā; name of Viṣṇu; name of a Vasu; name of a son of the Vasu Dhara; name of a Marut; name of a son of Dhātṛ; name of a son of Vidhātṛ; name of a Ṛṣi in the 2nd Manvantara; vital points on the body; spirit; vitality; a vital air
98	157263	yā	2. Ā.	VERB	5649	to go; to move; to set out; to travel; to withdraw; to flee; to go to for any purpose (inf.)
99	100106	soma	m	NOUN	5626	juice; extract; (esp.) the juice of the Soma plant; the Soma plant itself; the moon or moon-god; a Soma sacrifice; a day destined for extracting the Soma-juice; Monday; nectar; camphor; air; wind; water; a drug of supposed magical properties; a particular mountain or mountainous range; a particular class of Pitṛs; name of various authors; name of a monkey-chief; name of Śiva
100	167009	ap	m	NOUN	5533	water
101	76023	vāc	f	NOUN	5501	speech; voice; talk; language; sound; a word; saying; phrase; sentence; statement; asseveration; Speech personified (in various manners or forms); the goddess of speech; a literary work; name of a teacheress
102	166283	dvi	nr	NUM	5480	two
103	154412	bahu	adj	ADJ	5432	much; many; abundant; great in quantity
104	39042	ṛṣi	m	NOUN	5352	a singer of sacred hymns; an inspired poet or sage; any person who alone or with others invokes the deities in rhythmical speech or song of a sacred character; a saint or sanctified sage in general; an ascetic; anchorite (this is a later sense); the seventh of the eight degrees of Brāhmans; a hymn or Mantra composed by a ṣi; the Veda; a symbolical expression for the number seven; the moon; an imaginary circle; a ray of light; the fish Cyprinus Rishi
105	92688	paśu	m	NOUN	5296	cattle; kine; a domestic animal (as opp. to mṛga); a mere animal in sacred things i.e. an uninitiated person; an animal sacrifice; flesh; a goat; a subordinate deity and one of Śiva's followers; a sacrificial animal; domestic animal; name of a people
106	111378	sahasra	mn	NUM	5224	a thousandth; the thousandth
107	48483	bhagavant	m	NOUN	5188	name of Kṛṣṇa; name of Śiva; name of a Buddha or a Bodhisattva or a Jina; name of Viṣṇu; name of Brahmā; a Jina or Arhat
108	213150	u	ind	PART	5143	[gramm.] the sound or letter u; a particle; [gramm.] a kṛt affix; also; further; on the other hand; indeed (anaphoric use with pronouns); now (expletive after kim etc.)
109	136827	mukha	n	NOUN	5102	the mouth; face; countenance; the beak of a bird; snout or muzzle of an animal; a direction; quarter; the mouth or spout of a vessel; opening aperture; entrance into or egress out of (gen. or comp.); the mouth or embouchure (of a river); the fore part; front; van (of an army); the upper part; head; top; tip or point of anything; the edge (of an axe); the nipple (of a breast); the surface; upper side; the chief; principal; best; introduction; commencement; beginning; source; cause; occasion of (gen. or comp.); (in dram.) the original cause or source of the action; (in alg.) the first term or initial quantity of a progression; (in geom.) the side opposite to the base; the summit; the Veda; rock salt; copper; [alchemy] a kind of jāraṇā; [min.] (bei kānta: Polarit￤t?)
110	44242	nara	m	NOUN	5101	a man; a male; a person; husband; hero; a man or piece at chess or draughts; the pin or gnomon of a sun-dial; person; personal termination; the primeval Man or eternal spirit pervading the universe (always associated with Nārāyaṇa); a class of myth. beings allied to the Gandharvas and Kiṃnaras; name of a son of Manu Tāmasa; name of a son of Viśvāmitra; name of a son of Gaya and father of Virāj; name of a son of Sudhṛti and father of Kevala; name of a son of Bhavanmanyu (Manyu) and father of Saṃkṛti; name of Bhāradvāja; name of 2 kings of Kaśmīra; name of one of the 10 horses of the Moon; [rel.] a form of Viṣṇu
111	11658	anta	m	NOUN	5079	end; limit; boundary; term; end of a texture; end; conclusion; end of life; death; destruction (in these latter senses some times neut.); a final syllable; termination; last word of a compound; pause; settlement; definite ascertainment; certainty; whole amount; border; outskirt; nearness; proximity; presence; inner part; inside; condition; nature; a shore; [gramm.] the suffix 'ant'; a frontier region; finity
112	33528	nāma	ind	ADV	5067	by name i.e. named; called; indeed; certainly; really; of course; quasi; only in appearance; however; nevertheless
113	44133	namas	n	NOUN	5063	bow; obeisance; reverential salutation; adoration (by gesture or word); food; a thunderbolt; gift; donation
114	157151	jñā	4. Ā.	VERB	5041	to know; to have knowledge; to become acquainted with; to perceive; to apprehend; to understand; to experience; to recognise; to ascertain; to investigate; to know as; to know or perceive that; to regard or consider as
115	96401	tapas	n	NOUN	4968	warmth; heat; pain; suffering; religious austerity; bodily mortification; penance; severe meditation; special observance; = tapoloka; fervor
116	55629	uttama	adj	ADJ	4922	uppermost; highest; chief; most elevated; principal; best; excellent; first; greatest; the highest (tone); the most removed or last in place or order or time; last
117	165692	pañcan	adj	NUM	4859	five
118	73233	yatra	ind	SCONJ	4833	where; wherein; wherever; whither
119	65008	yoga	m	NOUN	4779	the act of yoking; joining; attaching; harnessing; putting to (of horses); a yoke; team; vehicle; conveyance; employment; use; application; performance; equipping or arraying (of an army); fixing (of an arrow on the bow-string); putting on (of armour); a remedy; cure; a means; expedient; device; way; manner; method; a supernatural means; charm; incantation; magical art; a trick; stratagem; fraud; deceit; undertaking; business; work; acquisition; gain; profit; wealth; property; occasion; opportunity; any junction; union; combination; contact with (instr. with or without saha); mixture; partaking of; possessing (instr. or comp.); connection; relation; putting together; arrangement; disposition; regular succession; fitting together; fitness; propriety; exertion; endeavour; zeal; diligence; industry; care; application or concentration of the thoughts; abstract contemplation; meditation; self-concentration; abstract meditation and mental abstraction practised as a system; any simple act or rite conducive to Yoga or abstract meditation; Yoga personified (as the son of Dharma and Kriyā); a follower of the Yoga system; (in Sāṃkhya) the union of soul with matter (one of the 10 Mūlikārthās or radical facts); the leading or principal star of a lunar asterism; name of a variable division of time (during which the joint motion in longitude of the sun and moon amounts to 13 degrees 20 minutes); (in arithm.) addition; sum; total; (in gram.) the connection of words together [v.a. inhaltliche Verbindung weit auseinander stehender W￶rter]; syntactical dependence of a word; construction; a combined or concentrated grammatical rule or aphorism; the connection of a word with its root; original or etymological meaning (as opp. to rūḍhi); a violator of confidence; spy; a Yoga formula
120	156131	iṣ	1. P.	VERB	4754	to seek for; to desire; to intend; to assent; to concede; to choose
121	157390	paś	4. Ā.	VERB	4732	to see; to see with the spiritual eye; to compose; to consider; to examine; to foresee
122	90071	doṣa	mn	NOUN	4705	fault; vice; deficiency; want; inconvenience; disadvantage; badness; wickedness; sinfulness; offence; transgression; guilt; crime; damage; harm; bad consequence; detrimental effect; accusation; reproach; alteration; affection; morbid element; disease (esp. of the 3 humours of the body); a calf; [alchemy] a kind of flaw in mercury
123	157294	man	1. Ā.	VERB	4697	to think; to believe; to imagine; to suppose; to conjecture; to regard or consider any one or anything (acc.) as; to be of opinion; to honour; to perceive; to understand
124	163231	catur	nr	NUM	4670	four
125	25207	bhūta	mn	NOUN	4653	that which is or exists; any living being; a spirit (good or evil); the ghost of a deceased person; a demon; imp; goblin; an element; one of the 5 elements (esp. a gross element); name of the number "five"; well-being; welfare; prosperity; existence
126	159723	āgam	6.P.,1.P.,1.Ā.	VERB	4640	to come; to make one's appearance; to come near from (abl.) or to (acc. or loc.); to arrive at; to attain; to reach; to return; to fall into (any state of mind); to have recourse to; to meet with (instr.); to record; to hand down by tradition; to seek; to hunt for
127	20377	anna	n	NOUN	4639	food or victuals; especially boiled rice; bread corn; food in a mystical sense (or the lowest form in which the supreme soul is manifested); water; Viṣṇu; earth
128	157327	dhā	1. P.	VERB	4571	to put; to place; to hold; to put on (clothes); to accept; to conceive; to take; verleihen; erlangen; to establish someone in
129	137432	muni	m	NOUN	4550	impulse; eagerness (?); any one who is moved by inward impulse; an inspired or ecstatic person; enthusiast; a saint; sage; seer; ascetic; monk; devotee; hermit (esp. one who has taken the vow of silence); a Brāhman of the heighest order; name of various men; Agati Grandiflora; name of the seven stars of Ursa Maior; Butea Frondosa; Terminalia Catappa; the mango tree; Buchanania latifolia; Sesbania grandiflora Linn.
130	16405	parama	adj	ADJ	4512	remotest; extreme; last; chief; highest; primary; most prominent or conspicuous; best; most excellent; worst; (with abl.) superior or inferior to; better or worse than
131	163749	pati	m	NOUN	4489	husband; master; lord; ruler; [medic.] = adhipa; a marman on the top of the head; [gramm.] the word pati; bridegroom
132	153185	priya	adj	ADJ	4451	beloved; dear to; liked; favourite; wanted; own
133	40462	śrī	f	NOUN	4422	light; lustre; radiance; splendour; glory; beauty; grace; loveliness; prosperity; welfare; good fortune; success; auspiciousness; wealth; treasure; riches; high rank; power; might; majesty; royal dignity (or "Royal dignity" personified); symbol or insignia of royalty; name of Lakṣmī (as goddess of prosperity or beauty and wife of Viṣṇu); name of Sarasvatī; name of a daughter of king Suśarman; name of various metres; intellect; understanding; speech; cloves; Pinus Longifolia; Aegle Marmelos; a kind of drug; = vṛddhi; name of a Buddhist goddess and of the mother of the 17th Arhat
134	150748	prajā	f	NOUN	4379	procreation; propagation; birth; offspring; children; family; race; posterity; descendants; aftergrowth (of plants); a creature; animal; man; mankind; people; subjects (of a prince); seed; semen; an era
135	139262	viśva	pron	ADJ	4365	all; every; every one; whole; entire; universal; all-pervading or all-containing; omnipresent (applied to Viṣṇu-Kṛṣṇa)
136	102548	strī	f	NOUN	4304	a woman; female; wife; the female of any animal; a white ant; the Priyaṅgu plant; (in gram.) the feminine gender; a kind of metre
137	83387	tejas	n	NOUN	4294	the sharp edge (of a knife etc.); point or top of a flame or ray; glow; glare; splendour; brilliance; light; fire; clearness of the eyes; the bright appearance of the human body (in health); beauty; the heating and strengthening faculty of the human frame seated in the bile; the bile; fiery energy; ardour; vital power; spirit; efficacy; essence; semen virile; marrow; the brain; gold; (opposed to kṣamā) impatience; fierceness; energetic opposition; (in Sāṃkhya phil.) = rajas (passion); spiritual or moral or magical power or influence; majesty; dignity; glory; authority; a venerable or dignified person; person of consequence; fresh butter; a mystical name of the letter r
138	170120	mā	ind	PART	4260	not
139	149176	brahman	n	NOUN	4235	pious effusion or utterance; outpouring of the heart in worshipping the gods; prayer; the sacred word (as opp. to vāc); the Veda; a sacred text; a text or Mantra used as a spell; the Brāhmaṇa portion of the Veda; the sacred syllable Om; religious or spiritual knowledge (opp. to religious observances and bodily mortification such as tapas etc.); holy life (esp. continence); the Brahma or one selfexistent impersonal spirit; the one universal Soul (or one divine essence and source from which all created things emanate or with which they are identified and to which they return); the Self-existent; the Absolute; the Eternal; the class of men who are the repositories and communicators of sacred knowledge; the Brāhmanical caste as a body (rarely an individual Brāhman); food; wealth; final emancipation; study
140	116797	śara	m	NOUN	4188	a sort of reed or grass; Saccharum sara Linn. (used for arrows) = Erianthus munja Jesw. = Saccharum munja Roxb. = Saccharum ciliare Anders.; an arrow; shaft; name of the number "five" (from the 5 arrows of the god of love); (in astron.) the versed sine of an arc; a particular configuration of stars; the upper part of cream or slightly curdled milk; mischief; injury; hurt; a wound; name of a son of Ricatka; name of an Asura; a stalk
141	158167	smṛ	1. Ā.	VERB	4142	to remember; to recollect; to bear in mind; to think of; to be mindful of; to remember with sorrow; to hand down memoriter; to teach; to recite
142	167498	vat	ind	ADV	4125	(Vergleichspartikel)
143	52879	ja	adj	ADJ	4118	ifc. born or descended from; produced or caused by; born or produced in or at or upon; growing in; living at; [gramm.] derived from
144	87452	jana	m	NOUN	4096	living being; man; person; name of a man; people; race; subjects; the person nearest to the speaker; a common person; [gramm.] the root jan; a foreigner
145	166083	saptan	adj	NUM	4083	seven
146	156588	ji	9. P.	VERB	4082	to win or aquire; to conquer (in a battle); to defeat; to surpass; to overcome or remove (any desire or difficulties or diseases); to gain the upper hand; to exercise; to rule
147	168377	div	m	NOUN	4067	the sky; heaven
148	157391	pā	1. Ā.	VERB	4063	to drink; to quaff; to suck; to swallow
149	166143	vīra	m	NOUN	4057	man; hero; chief; mankind; son; the male of an animal; an adept; Terminalia Arunja; Nerium Odorum; Guilandiana Bonduc; manioc-root; name of various sons; name of various heroes and teachers; name of a son of Marutta; name of a son of Gobhānu; [drama] the sentiment of heroism; name of a Jina
150	6823	atas	ind	ADV	4039	from this; than this; hence; henceforth; from that time; from this or that cause or reason
151	75767	vāta	m	NOUN	4037	wind or the wind-god (also "the Maruts"); wind; air; wind emitted from the body; wind or air as one of the humours of the body; morbid affection of the windy humour; flatulence; gout; rheumatism; name of a people; name of a Rākṣasa; name of a son of Śūra
152	68470	vana	n	NOUN	4029	a forest; wood; grove; thicket; quantity of lotuses or other plants growing in a thick cluster (but in older language also applied to a single tree); plenty; abundance; a foreign or distant land; wood; timber; a wooden vessel or barrel (?); a cloud (as the vessel in the sky); the body of a carriage; water; a fountain; spring; abode; Cyperus Rotundus; a ray of light; longing; earnest desire
153	150027	pṛthivī	f	NOUN	4028	the earth or wide world; land; ground; soil; earth regarded as one of the elements
154	156249	car	1. Ā.	VERB	4027	[alchemy]; [alchemy] grās karnā; to observe (a vow); (Kuh) weiden
155	167215	ati	ind	ADP	4025	very; extremely
156	1340	katham	ind	ADV	3999	how?
157	121803	svāhā	ind	INTJ	3989	hail! hail to! may a blessing rest on!; an exclamation used in making oblations to the gods
